"","gene","tissue","prot","mrna"
"7699","ENSG00000147274","kidney",5.27115921199115e-05,4.72000000397681e-05
"7700","ENSG00000147383","kidney",1.50633933512962e-06,1.24999999997681e-05
"7704","ENSG00000147416","kidney",0.000351930586280044,0.000111800000115739
"7710","ENSG00000147471","kidney",0.000120593250667287,4.25999999899243e-05
"7715","ENSG00000147592","kidney",0.000380196919741042,5.89000000288738e-05
"7717","ENSG00000147649","kidney",1.39754018988555e-06,3.25999999949002e-05
"7720","ENSG00000147677","kidney",1.53667500410535e-05,0.000127000000012879
"7722","ENSG00000147687","kidney",5.98421882502499e-06,1.48999999858555e-05
"7724","ENSG00000147853","kidney",0.000494541499126729,7.03999999769633e-05
"7725","ENSG00000147955","kidney",3.85974939672416e-06,2.00000000154742e-05
"7729","ENSG00000148175","kidney",3.77769825026805e-05,0.000114399999879618
"7730","ENSG00000148180","kidney",6.02532864481566e-05,8.8300000085888e-05
"7732","ENSG00000148218","kidney",0.000667084296097126,8.0800000041938e-05
"7734","ENSG00000148334","kidney",0.000139323454765215,2.95000000014833e-05
"7741","ENSG00000148444","kidney",1.41805711417815e-05,3.34000000144919e-05
"7744","ENSG00000148484","kidney",6.87202943431928e-05,3.76000000062629e-05
"7746","ENSG00000148634","kidney",4.31237015779806e-06,1.60000000126762e-05
"7750","ENSG00000148672","kidney",0.00195120670190179,0.00012009999988858
"7752","ENSG00000148700","kidney",8.06593828941486e-06,9.58999999623144e-05
"7756","ENSG00000148834","kidney",0.00057081925578049,9.75000000676791e-05
"7760","ENSG00000149084","kidney",0.000110655513786794,7.23999999671342e-05
"7761","ENSG00000149089","kidney",8.14728898416919e-06,1.8300000011359e-05
"7762","ENSG00000149100","kidney",5.34948184555654e-06,0.000162899999884281
"7764","ENSG00000149131","kidney",0.000308043567940135,0.000111499999901366
"7770","ENSG00000149257","kidney",5.63325946404127e-06,2.56999999803952e-05
"7772","ENSG00000149273","kidney",0.0002813645276973,0.000252300000280261
"7774","ENSG00000149313","kidney",1.62094645514199e-05,2.78000000052441e-05
"7775","ENSG00000149357","kidney",7.66717634251035e-05,7.28999999466253e-05
"7777","ENSG00000149428","kidney",5.45470411888088e-05,3.16000000277656e-05
"7778","ENSG00000149476","kidney",0.00134513714317967,0.000109700000107425
"7782","ENSG00000149591","kidney",0.00128175733671653,0.000198799999971942
"7783","ENSG00000149600","kidney",1.33176852632572e-05,2.58000000021844e-05
"7784","ENSG00000149781","kidney",4.31853698148833e-07,4.79999999584886e-06
"7790","ENSG00000149923","kidney",1.32104718813866e-06,3.4299999996622e-05
"7791","ENSG00000149925","kidney",0.000988189613803188,0.000422800000354961
"7793","ENSG00000150093","kidney",0.000130475952808297,0.000112699999988035
"7797","ENSG00000150540","kidney",0.000248458907356051,8.87000000343681e-05
"7798","ENSG00000150593","kidney",1.92776993569309e-06,4.28999999817528e-05
"7801","ENSG00000150753","kidney",3.10178023313131e-05,7.50999999992792e-05
"7814","ENSG00000151239","kidney",2.37541003045234e-05,3.30000000092788e-05
"7816","ENSG00000151247","kidney",9.83497515166958e-07,9.19999999267983e-06
"7829","ENSG00000151498","kidney",4.78953790864605e-05,3.44999999941792e-05
"7830","ENSG00000151500","kidney",2.13132398336081e-06,3.22999999753747e-05
"7832","ENSG00000151552","kidney",0.00109390117040364,0.000102300000067802
"7837","ENSG00000151726","kidney",0.000650429583412126,0.00015769999988057
"7850","ENSG00000152234","kidney",0.00430654588639968,0.000466700000123413
"7852","ENSG00000152291","kidney",8.67154789204365e-07,9.31000000039996e-05
"7855","ENSG00000152556","kidney",3.59121106901176e-06,4.73000000285555e-05
"7858","ENSG00000152601","kidney",1.27646326831057e-05,3.37999999783908e-05
"7859","ENSG00000152620","kidney",1.32088246541238e-05,2.46999999852318e-05
"7860","ENSG00000152642","kidney",0.000178456089878269,2.8399999996924e-05
"7862","ENSG00000152700","kidney",7.14500527899526e-05,4.22000000037241e-05
"7865","ENSG00000152778","kidney",3.0736347457105e-06,1.03999999928451e-05
"7866","ENSG00000152795","kidney",2.37595252741758e-05,0.000129399999900876
"7867","ENSG00000152818","kidney",2.04799660327035e-06,2.69999999901158e-05
"7873","ENSG00000153048","kidney",6.95157983890566e-05,4.0399999989711e-05
"7876","ENSG00000153113","kidney",4.22769992265868e-07,7.31999999901581e-05
"7879","ENSG00000153187","kidney",0.000179742398640311,9.45000001067816e-05
"7881","ENSG00000153310","kidney",2.55693240982653e-05,2.10999999855367e-05
"7890","ENSG00000153904","kidney",0.00157245504779882,8.87000000343681e-05
"7896","ENSG00000154096","kidney",0.000132495436421368,0.000223400000113378
"7899","ENSG00000154174","kidney",7.10793718241464e-05,3.27000000255786e-05
"7903","ENSG00000154277","kidney",0.000335197501639087,5.60999999669104e-05
"7906","ENSG00000154473","kidney",9.01074164864568e-06,3.66999999786972e-05
"7920","ENSG00000155097","kidney",4.32468636471271e-05,4.64000000475565e-05
"7922","ENSG00000155130","kidney",4.09541307046227e-06,1.53000000064259e-05
"7930","ENSG00000155366","kidney",9.39242519812145e-05,0.000172899999890947
"7938","ENSG00000155660","kidney",0.000318374322650459,3.33000000378535e-05
"7943","ENSG00000155959","kidney",1.55867135468387e-06,3.59000000348573e-05
"7944","ENSG00000155962","kidney",2.0014684660096e-05,4.89999999967829e-06
"7947","ENSG00000156052","kidney",1.05605290363933e-05,2.1200000003478e-05
"7949","ENSG00000156110","kidney",4.16205816300522e-05,4.67000000466563e-05
"7953","ENSG00000156261","kidney",0.000223550831206291,4.88999999860808e-05
"7961","ENSG00000156515","kidney",3.42840451997228e-05,2.60999999796702e-05
"7964","ENSG00000156587","kidney",5.04176416345763e-06,2.58000000021844e-05
"7967","ENSG00000156709","kidney",0.00107477713846138,0.00010630000011668
"7973","ENSG00000156976","kidney",0.000104628995775496,0.000249399999918154
"7974","ENSG00000157020","kidney",7.81210144074379e-05,5.82000000469186e-05
"7983","ENSG00000157326","kidney",0.000146991445590413,0.000116699999987809
"7985","ENSG00000157353","kidney",1.54269430398047e-05,9.90000000917409e-06
"7989","ENSG00000157500","kidney",1.64395245087919e-06,1.6599999998469e-05
"7998","ENSG00000157870","kidney",8.55824612260946e-07,1.37999999872504e-05
"8003","ENSG00000158019","kidney",2.19248413268799e-06,4.30999999840488e-05
"8017","ENSG00000158710","kidney",0.000785000098067052,7.59000000182665e-05
"8018","ENSG00000158716","kidney",3.98893462795984e-05,3.44999999941792e-05
"8020","ENSG00000158793","kidney",0.00010582682020294,4.89999999967829e-05
"8026","ENSG00000158941","kidney",1.22718271623289e-05,5.76999999793096e-05
"8031","ENSG00000159176","kidney",0.000158551790204691,9.45999999124797e-05
"8032","ENSG00000159189","kidney",8.80828219744924e-05,2.52000000126759e-05
"8033","ENSG00000159202","kidney",3.73914019621103e-06,3.11999999986751e-05
"8036","ENSG00000159228","kidney",0.00120671820580422,9.33999999505158e-05
"8039","ENSG00000159335","kidney",0.000395281491872602,0.000119499999921812
"8040","ENSG00000159348","kidney",0.000439859962637527,5.42000000576094e-05
"8042","ENSG00000159377","kidney",5.01456968654428e-05,0.000152299999882155
"8047","ENSG00000159593","kidney",6.46885605014145e-06,2.27999999999762e-05
"8051","ENSG00000159713","kidney",5.75151287083293e-05,2.54000000222282e-05
"8054","ENSG00000159840","kidney",9.6843803535827e-06,2.71999999978581e-05
"8058","ENSG00000160014","kidney",0.000847208427088344,0.000117899999974186
"8064","ENSG00000160201","kidney",5.72471134112235e-05,5.4899999943103e-05
"8065","ENSG00000160209","kidney",0.000400754391419385,6.0599999976797e-05
"8066","ENSG00000160211","kidney",3.374564597299e-05,1.37999999872504e-05
"8067","ENSG00000160213","kidney",0.000923516878163116,2.66999999775863e-05
"8070","ENSG00000160221","kidney",0.00180182435119057,0.000155600000124084
"8072","ENSG00000160285","kidney",4.81229987213208e-06,1.3399999988744e-05
"8076","ENSG00000160439","kidney",5.06652214235279e-05,1.13999999911678e-05
"8084","ENSG00000160752","kidney",9.54939276124599e-05,7.13000000243199e-05
"8085","ENSG00000160789","kidney",0.00039652442771452,5.33999999964888e-05
"8105","ENSG00000161547","kidney",4.66989112032393e-05,8.25999999390654e-05
"8106","ENSG00000161618","kidney",5.70114533123158e-07,8.29999999281268e-06
"8113","ENSG00000161960","kidney",9.89325791080678e-05,9.46999999992862e-05
"8116","ENSG00000162066","kidney",8.53672015684082e-06,1.62000000170607e-05
"8120","ENSG00000162191","kidney",2.57053531057156e-06,6.40000000023745e-05
"8121","ENSG00000162222","kidney",2.637564780357e-05,1.87000000199576e-05
"8126","ENSG00000162368","kidney",0.00038549624936806,6.25999999696683e-05
"8130","ENSG00000162384","kidney",0.000115149466719709,3.76999999821356e-05
"8137","ENSG00000162441","kidney",1.19926970771565e-05,2.21999999769645e-05
"8142","ENSG00000162517","kidney",3.30632156696665e-05,3.79000000027863e-05
"8146","ENSG00000162613","kidney",2.01279272007691e-05,4.19999999615196e-05
"8154","ENSG00000162704","kidney",0.000144457256640153,5.68000000377949e-05
"8157","ENSG00000162734","kidney",2.74473513059104e-05,5.83999999848855e-05
"8159","ENSG00000162736","kidney",1.11842734031692e-05,5.01000000153145e-05
"8161","ENSG00000162813","kidney",0.000131654054363422,2.68999999998508e-05
"8162","ENSG00000162819","kidney",6.05450018777479e-06,2.12999999784821e-05
"8165","ENSG00000162882","kidney",0.000169202923679841,5.16000000442923e-05
"8168","ENSG00000162909","kidney",9.64025111918691e-05,9.86000000133471e-05
"8170","ENSG00000162959","kidney",2.50854304127873e-06,8.0000000001484e-06
"8180","ENSG00000163110","kidney",3.84642481656907e-05,3.34000000144919e-05
"8185","ENSG00000163191","kidney",0.000848717552496333,0.000170200000098536
"8186","ENSG00000163220","kidney",0.000347487945233613,9.80000000693896e-06
"8188","ENSG00000163281","kidney",4.58263920263036e-06,1.22999999875555e-05
"8191","ENSG00000163344","kidney",3.68950974693285e-05,4.45000000019539e-05
"8192","ENSG00000163346","kidney",1.28422324626894e-06,4.69000000307685e-05
"8194","ENSG00000163359","kidney",8.90576670113204e-06,6.90000000417445e-06
"8196","ENSG00000163382","kidney",8.70453301825181e-05,6.3099999964529e-05
"8198","ENSG00000163399","kidney",0.00112178923220146,0.000655300000066182
"8205","ENSG00000163466","kidney",0.000327264913105463,0.000100099999889522
"8206","ENSG00000163468","kidney",9.57323165089496e-05,8.38000000713406e-05
"8212","ENSG00000163541","kidney",0.00175480480533103,0.000292299999759429
"8222","ENSG00000163636","kidney",3.48981528117948e-05,5.18000000303871e-05
"8224","ENSG00000163655","kidney",2.86541061886866e-06,1.20999999911833e-05
"8236","ENSG00000163815","kidney",0.000106940415463105,4.76999999955942e-05
"8237","ENSG00000163818","kidney",1.38131333039296e-05,1.85999999906671e-05
"8245","ENSG00000163902","kidney",7.04596802505093e-05,8.63000000565916e-05
"8247","ENSG00000163931","kidney",0.000512932842107602,5.52999999612019e-05
"8248","ENSG00000163932","kidney",2.51111620100556e-06,1.9599999983912e-05
"8250","ENSG00000163956","kidney",5.78477166143772e-05,0.000127400000000196
"8256","ENSG00000164038","kidney",0.000560574130541188,1.09999999959924e-06
"8257","ENSG00000164039","kidney",0.00187704657124943,0.000109100000103413
"8258","ENSG00000164040","kidney",0.000185187850584327,7.82999999895532e-05
"8261","ENSG00000164062","kidney",0.000222607229200007,0.000103999999928451
"8265","ENSG00000164091","kidney",2.797472152322e-06,2.5000000018879e-05
"8266","ENSG00000164104","kidney",0.000267885929359657,4.78999999542762e-05
"8267","ENSG00000164111","kidney",0.00139469761423269,0.000125799999968354
"8270","ENSG00000164134","kidney",3.19216101227188e-07,7.59999999508625e-06
"8271","ENSG00000164144","kidney",8.1126381039356e-06,2.03999999799944e-05
"8279","ENSG00000164237","kidney",0.00224967678632047,0.000267200000120892
"8284","ENSG00000164307","kidney",1.53627351683168e-05,1.38999999918674e-05
"8299","ENSG00000164687","kidney",7.45524362423675e-05,2.10000000128661e-06
"8300","ENSG00000164692","kidney",2.32635585997236e-06,3.76000000062629e-05
"8302","ENSG00000164733","kidney",0.00096932351835693,0.00053099999990039
"8307","ENSG00000164885","kidney",2.16822296004331e-05,1.01000000050549e-05
"8310","ENSG00000164904","kidney",0.00115371500760575,0.000143600000030988
"8313","ENSG00000164924","kidney",0.00143159562993539,0.000112399999939686
"8317","ENSG00000164961","kidney",2.65885370309465e-05,1.98999999812267e-05
"8321","ENSG00000164985","kidney",6.46489708920963e-07,3.05999999660683e-05
"8326","ENSG00000165092","kidney",0.00185816411630531,0.000216599999855714
"8328","ENSG00000165118","kidney",2.12445172087794e-05,1.13999999911678e-05
"8329","ENSG00000165119","kidney",0.000302883791393244,0.000140200000119238
"8338","ENSG00000165280","kidney",0.000262191831340896,7.34000000141849e-05
"8339","ENSG00000165283","kidney",6.63318846751937e-05,5.84999999889302e-05
"8341","ENSG00000165410","kidney",0.000125442333720494,3.18000000011399e-05
"8342","ENSG00000165416","kidney",1.79477533691115e-05,2.5000000018879e-05
"8347","ENSG00000165475","kidney",0.00148530241436796,0.000268699999731997
"8352","ENSG00000165527","kidney",0.000264511902997493,3.11999999986751e-05
"8353","ENSG00000165609","kidney",0.000108537899610065,2.58000000021844e-05
"8354","ENSG00000165629","kidney",0.00114089516069587,0.000250199999794099
"8356","ENSG00000165637","kidney",0.000391995208939117,3.18000000011399e-05
"8359","ENSG00000165672","kidney",0.00295959881662464,0.000250499999882758
"8362","ENSG00000165704","kidney",7.17608770588567e-05,2.69999999901158e-05
"8365","ENSG00000165775","kidney",0.000107361173534373,4.62000000472191e-05
"8366","ENSG00000165795","kidney",2.78001191955934e-05,0.000118100000105099
"8377","ENSG00000165983","kidney",0.000196536663052603,2.91000000009443e-05
"8380","ENSG00000166128","kidney",1.34508592422488e-05,1.31999999937434e-05
"8384","ENSG00000166147","kidney",5.16009594713433e-08,5.99999999469977e-06
"8385","ENSG00000166165","kidney",0.000252163989581229,0.000142999999846869
"8388","ENSG00000166181","kidney",7.91540901152721e-06,3.64999999616359e-05
"8393","ENSG00000166226","kidney",0.000147004229115299,6.90000000417444e-05
"8396","ENSG00000166266","kidney",3.87849912676653e-06,1.5699999985206e-05
"8399","ENSG00000166333","kidney",7.87897544512525e-05,6.65999999738839e-05
"8400","ENSG00000166340","kidney",0.000206970219379544,6.55000000012393e-05
"8402","ENSG00000166347","kidney",0.00168021911442494,0.00048860000040792
"8406","ENSG00000166411","kidney",0.000366978951071822,4.39999999507425e-05
"8423","ENSG00000166598","kidney",0.000947373529568532,0.000209399999834704
"8428","ENSG00000166747","kidney",4.17638023723679e-05,3.85000000435712e-05
"8430","ENSG00000166794","kidney",0.00102637220387548,0.000180700000182686
"8442","ENSG00000166913","kidney",0.00165795892138867,0.000109999999959924
"8448","ENSG00000166986","kidney",3.91996202705537e-05,2.52999999897577e-05
"8450","ENSG00000167004","kidney",0.00130936595927021,7.41000000035271e-05
"8451","ENSG00000167005","kidney",3.57820768399686e-05,3.76000000062629e-05
"8452","ENSG00000167085","kidney",0.000589710562990332,0.000159800000008105
"8458","ENSG00000167193","kidney",4.5103884873136e-05,2.72999999974381e-05
"8461","ENSG00000167216","kidney",2.56323774109378e-05,7.89999999471675e-06
"8462","ENSG00000167220","kidney",2.96905803048089e-05,3.73000000164311e-05
"8465","ENSG00000167315","kidney",0.00485288436469295,0.000188100000194738
"8468","ENSG00000167363","kidney",0.000173997210985828,6.53999999511689e-05
"8470","ENSG00000167460","kidney",0.000609950233641525,7.74000000565149e-05
"8471","ENSG00000167461","kidney",5.09285245012845e-05,3.01000000281498e-05
"8472","ENSG00000167468","kidney",0.000167473426477005,0.000276900000162218
"8482","ENSG00000167658","kidney",0.000408620243255711,0.000414400000250784
"8487","ENSG00000167699","kidney",0.00023694839265578,7.63000000079269e-05
"8494","ENSG00000167770","kidney",0.000108563959662501,4.38000000500132e-05
"8498","ENSG00000167815","kidney",0.00195118581938867,0.00019389999996486
"8501","ENSG00000167863","kidney",0.00122362224303475,0.000248599999825053
"8508","ENSG00000167969","kidney",0.00060673747518045,6.55999999432567e-05
"8510","ENSG00000167986","kidney",6.11106463283498e-05,6.04000000526915e-05
"8512","ENSG00000167996","kidney",0.000520139211534635,0.000498900000069866
"8514","ENSG00000168003","kidney",0.000235202415728468,0.000171400000162925
"8515","ENSG00000168028","kidney",0.000408343576260922,7.31000000070929e-05
"8516","ENSG00000168036","kidney",1.60728153347641e-05,8.16000000462472e-05
"8518","ENSG00000168066","kidney",1.7698445058439e-06,9.35000000274459e-05
"8519","ENSG00000168090","kidney",7.60239752727848e-05,6.36000000514878e-05
"8520","ENSG00000168092","kidney",8.78155809946206e-05,2.2899999982078e-05
"8522","ENSG00000168118","kidney",2.73236274990969e-06,2.2899999982078e-05
"8529","ENSG00000168291","kidney",0.000469180024931049,8.01999999475243e-05
"8531","ENSG00000168374","kidney",0.000155039964405434,8.52999999670967e-05
"8533","ENSG00000168393","kidney",1.44951078484759e-05,9.80000000693896e-06
"8537","ENSG00000168439","kidney",0.00012090874741291,4.07999999915562e-05
"8541","ENSG00000168497","kidney",1.91793322214031e-05,2.01999999792265e-05
"8542","ENSG00000168522","kidney",5.61434425798339e-06,2.65000000038559e-05
"8546","ENSG00000168610","kidney",1.48833487376019e-06,5.38000000413274e-05
"8552","ENSG00000168807","kidney",6.96327448584304e-06,6.90000000417445e-06
"8554","ENSG00000168827","kidney",2.90956729911585e-05,3.97000000216543e-05
"8559","ENSG00000168906","kidney",9.98063138335141e-05,0.000147799999979987
"8564","ENSG00000169019","kidney",4.08735931770849e-05,3.46000000165094e-05
"8567","ENSG00000169032","kidney",1.15894334506323e-05,2.46999999852318e-05
"8568","ENSG00000169045","kidney",7.84354054760793e-06,0.000208599999956525
"8572","ENSG00000169100","kidney",0.000246759558194984,0.000199400000011186
"8574","ENSG00000169139","kidney",5.32561991526768e-05,3.19999999764285e-05
"8579","ENSG00000169223","kidney",5.42659104734432e-05,6.36000000514878e-05
"8585","ENSG00000169299","kidney",2.97143189697879e-05,1.22000000091368e-05
"8594","ENSG00000169504","kidney",0.00109813731439807,0.000178799999810659
"8595","ENSG00000169564","kidney",0.000293168971891585,0.000157499999954443
"8598","ENSG00000169599","kidney",2.18659668824709e-05,5.01000000153145e-05
"8604","ENSG00000169710","kidney",7.67387716131217e-05,8.0000000001484e-06
"8606","ENSG00000169727","kidney",4.41046046041208e-06,6.1300000067975e-05
"8607","ENSG00000169738","kidney",0.00210611588145755,0.00022620000021384
"8608","ENSG00000169756","kidney",2.31084479705922e-05,2.17000000075684e-05
"8609","ENSG00000169764","kidney",0.000327909940962728,8.31999999443045e-05
"8610","ENSG00000169813","kidney",2.02664587927861e-05,7.87999999111732e-05
"8611","ENSG00000169814","kidney",5.96464614392785e-06,2.83000000309987e-05
"8621","ENSG00000170027","kidney",0.000643942670016648,4.55000000359235e-05
"8625","ENSG00000170144","kidney",0.000253574437050276,5.38000000413274e-05
"8628","ENSG00000170248","kidney",5.10673498918416e-05,5.75000000410925e-05
"8634","ENSG00000170348","kidney",0.000179651107973329,9.57999999826741e-05
"8637","ENSG00000170430","kidney",9.43103107836891e-06,2.23999999827646e-05
"8638","ENSG00000170445","kidney",1.07806458383945e-05,2.78000000052441e-05
"8639","ENSG00000170458","kidney",5.66653495327162e-06,1.97999999880765e-05
"8643","ENSG00000170502","kidney",3.80609711155055e-06,3.94000000158242e-05
"8644","ENSG00000170515","kidney",6.69728897032574e-05,1.72000000036615e-05
"8645","ENSG00000170540","kidney",6.07999912819937e-05,0.000107100000041466
"8646","ENSG00000170542","kidney",1.07958943290183e-05,3.10000000118296e-06
"8649","ENSG00000170584","kidney",3.09596024996977e-05,1.44999999921548e-05
"8651","ENSG00000170606","kidney",9.14243109886686e-05,3.47000000167091e-05
"8657","ENSG00000170759","kidney",2.50830334317816e-05,3.8200000007766e-05
"8677","ENSG00000171298","kidney",1.58344743548663e-05,3.37999999783908e-05
"8679","ENSG00000171314","kidney",0.00187990160644624,7.34999999857509e-05
"8688","ENSG00000171497","kidney",1.65457984601059e-06,3.89999999976204e-05
"8690","ENSG00000171530","kidney",0.000464293240548388,0.000115799999895633
"8700","ENSG00000171766","kidney",0.00987502061662549,0.000954599999933563
"8706","ENSG00000171863","kidney",0.000267147078417766,5.10999999841494e-05
"8708","ENSG00000171914","kidney",6.91779770617888e-06,5.94000000025722e-05
"8711","ENSG00000171960","kidney",1.36331921556138e-05,1.90000000020637e-05
"8713","ENSG00000172009","kidney",3.06779448234376e-06,8.70000000764002e-06
"8714","ENSG00000172037","kidney",3.71808560736773e-06,0.000100299999995284
"8716","ENSG00000172053","kidney",1.41830291340006e-06,8.90999999924347e-05
"8719","ENSG00000172115","kidney",0.00128490690798604,8.98000000687922e-05
"8728","ENSG00000172315","kidney",1.54298131524658e-05,5.4000000022012e-06
"8729","ENSG00000172331","kidney",2.10752929935451e-05,2.65000000038559e-05
"8730","ENSG00000172340","kidney",0.00110517554650141,0.000100099999889522
"8734","ENSG00000172354","kidney",0.000116689397106599,8.8199999973229e-05
"8739","ENSG00000172531","kidney",0.000131417600402475,6.86999999905799e-05
"8744","ENSG00000172725","kidney",6.01289141330103e-05,3.33000000378535e-05
"8746","ENSG00000172757","kidney",0.0017028640814653,0.000246900000038697
"8759","ENSG00000172939","kidney",6.52323774430639e-06,1.85999999906671e-05
"8766","ENSG00000173163","kidney",1.20884303066542e-05,4.81999999734914e-05
"8773","ENSG00000173369","kidney",9.05590441721988e-05,2.21000000160238e-05
"8774","ENSG00000173372","kidney",2.22467520791794e-05,2.72999999974381e-05
"8775","ENSG00000173402","kidney",7.08951418821106e-06,2.87000000175789e-05
"8784","ENSG00000173486","kidney",0.000293044672909576,0.000104100000117324
"8786","ENSG00000173540","kidney",1.69052029532542e-05,8.19999999275497e-06
"8797","ENSG00000173692","kidney",3.05776577237427e-05,2.84999999994415e-05
"8800","ENSG00000173757","kidney",1.10274855914455e-06,2.32000000058281e-05
"8807","ENSG00000173992","kidney",1.67675324307617e-05,3.15000000152606e-05
"8809","ENSG00000174059","kidney",4.6684212689221e-05,3.22000000225521e-05
"8811","ENSG00000174099","kidney",1.70064706538155e-06,8.70000000764002e-06
"8815","ENSG00000174238","kidney",2.02852015905803e-05,3.02000000029797e-05
"8835","ENSG00000174903","kidney",0.000389446359984776,6.45000000541688e-05
"8844","ENSG00000175166","kidney",5.77619939884717e-05,6.27000000244398e-05
"8845","ENSG00000175183","kidney",7.19512622132349e-05,2.97999999947676e-05
"8847","ENSG00000175203","kidney",2.12023312826134e-05,6.58000000584896e-05
"8849","ENSG00000175220","kidney",8.01755989500538e-05,2.29999999990683e-05
"8851","ENSG00000175287","kidney",3.57912519551916e-05,4.48000000001915e-05
"8857","ENSG00000175390","kidney",7.34274653479682e-06,2.62999999703413e-05
"8858","ENSG00000175416","kidney",8.55619354598819e-05,3.99000000287794e-05
"8862","ENSG00000175573","kidney",1.66304837796337e-06,1.6599999998469e-05
"8865","ENSG00000175582","kidney",5.37485458443079e-05,4.81999999734914e-05
"8869","ENSG00000175792","kidney",4.93804435980818e-05,1.88999999924606e-05
"8871","ENSG00000175806","kidney",0.000325530110784356,0.000116199999985468
"8873","ENSG00000175899","kidney",0.00104618226368792,0.000198400000083071
"8889","ENSG00000176393","kidney",3.84572055035791e-05,2.60999999796702e-05
"8890","ENSG00000176422","kidney",0.000232284487195174,1.54999999939223e-05
"8895","ENSG00000176619","kidney",4.46073154099253e-05,5.99999999469977e-06
"8896","ENSG00000176623","kidney",2.74148627519324e-05,4.43999999882819e-05
"8899","ENSG00000176783","kidney",5.76377278423438e-06,2.66999999775863e-05
"8904","ENSG00000176974","kidney",0.00128708028795225,0.000201199999822151
"8905","ENSG00000176978","kidney",2.01162921371712e-06,4.85000000444174e-05
"8906","ENSG00000176986","kidney",4.73511424749587e-06,2.76999999958894e-05
"8909","ENSG00000177105","kidney",7.71012302788922e-06,1.36999999950661e-05
"8913","ENSG00000177156","kidney",0.000480626758356645,8.52999999670967e-05
"8914","ENSG00000177189","kidney",2.86715983400245e-06,1.9200000013106e-05
"8916","ENSG00000177225","kidney",5.79620020623213e-06,2.34999999852962e-05
"8922","ENSG00000177469","kidney",0.000123106968224397,3.2399999984586e-05
"8928","ENSG00000177575","kidney",1.04465440765425e-06,6.19999999288691e-06
"8936","ENSG00000177731","kidney",7.64258903689587e-06,5.24999999509256e-05
"8937","ENSG00000177733","kidney",1.22939931838692e-05,2.84999999994415e-05
"8938","ENSG00000177830","kidney",1.949758947465e-05,4.72000000397681e-05
"8940","ENSG00000177885","kidney",3.35358453322116e-05,4.38000000500132e-05
"8944","ENSG00000178035","kidney",1.10608113706843e-05,4.78000000426916e-05
"8949","ENSG00000178209","kidney",3.90971282585255e-05,1.17999999916824e-05
"8957","ENSG00000178695","kidney",6.27452638657303e-05,2.8399999996924e-05
"8959","ENSG00000178802","kidney",0.000125456599842945,3.33000000378535e-05
"8962","ENSG00000178921","kidney",1.85313921316896e-05,8.1000000022633e-06
"8966","ENSG00000178952","kidney",0.000683629183380781,0.000102700000095234
"8970","ENSG00000179051","kidney",9.54915814907995e-07,1.3300000001008e-05
"8972","ENSG00000179091","kidney",0.000136758401529915,0.000109000000014902
"8977","ENSG00000179218","kidney",0.000856042950083591,0.000222300000154076
"8978","ENSG00000179262","kidney",6.93187653807486e-06,4.69000000307685e-05
"8980","ENSG00000179387","kidney",1.23725067950437e-05,1.29999999908153e-05
"8992","ENSG00000180011","kidney",9.75934724939297e-06,1.87000000199576e-05
"8994","ENSG00000180185","kidney",0.000229100741070041,6.91999999272207e-05
"8995","ENSG00000180198","kidney",3.33188484409995e-06,5.49999999374079e-06
"9004","ENSG00000180817","kidney",0.000378928581410913,5.56000000535066e-05
"9006","ENSG00000180879","kidney",4.8434478165895e-05,9.40000000866424e-05
"9009","ENSG00000180957","kidney",2.40263276884082e-05,2.0099999980539e-05
"9012","ENSG00000181019","kidney",9.54820144407689e-05,4.75000000410294e-05
"9016","ENSG00000181163","kidney",0.000476999237713387,0.000313399999904332
"9019","ENSG00000181467","kidney",2.83500402617881e-06,2.6000000001747e-06
"9022","ENSG00000181789","kidney",5.97888038635853e-05,5.91000000161591e-05
"9023","ENSG00000181873","kidney",5.23271862041486e-05,4.39999999507425e-06
"9027","ENSG00000181929","kidney",7.51830872122517e-05,3.9799999993247e-05
"9029","ENSG00000182054","kidney",0.0029391741949106,0.000151800000153982
"9032","ENSG00000182149","kidney",1.59337001833723e-05,8.64999999074213e-05
"9044","ENSG00000182492","kidney",0.000136492430735551,0.000110299999888203
"9048","ENSG00000182551","kidney",2.52275962036426e-05,0.000139199999912003
"9054","ENSG00000182718","kidney",0.00140487322334992,3.56000000022235e-05
"9056","ENSG00000182809","kidney",0.000232812182952851,5.83000000323501e-05
"9059","ENSG00000182871","kidney",5.5578019780159e-05,6.69000000357652e-05
"9061","ENSG00000182919","kidney",0.00287296558071321,0.000292699999707639
"9063","ENSG00000182944","kidney",8.28011399694001e-07,6.05000000484133e-05
"9069","ENSG00000183020","kidney",7.19737702134053e-05,3.88000000362536e-05
"9083","ENSG00000183431","kidney",1.19626632367777e-05,2.93999999720986e-05
"9089","ENSG00000183597","kidney",5.19505295700965e-06,1.60999999988193e-05
"9091","ENSG00000183684","kidney",1.67608514121071e-05,1.82000000006255e-05
"9102","ENSG00000184047","kidney",7.26252360558055e-05,4.88999999860808e-05
"9105","ENSG00000184110","kidney",1.41000954628742e-05,0.000115400000047906
"9106","ENSG00000184117","kidney",0.000955961378866555,8.63000000565916e-05
"9112","ENSG00000184207","kidney",7.27477230878311e-06,6.99999999977021e-06
"9117","ENSG00000184432","kidney",5.82705207103401e-05,4.99999999613144e-05
"9119","ENSG00000184500","kidney",8.40010693982485e-06,3.91999999981535e-05
