"","gene","tissue","prot","mrna"
"53822","ENSG00000099968","esophagus",6.13534029842235e-06,3.08999999697731e-05
"53825","ENSG00000099995","esophagus",3.1483751002066e-05,4.13000000326752e-05
"53826","ENSG00000099998","esophagus",2.84396513534479e-06,4.70000000069567e-06
"53828","ENSG00000100028","esophagus",3.18611702318498e-05,5.4899999943103e-05
"53829","ENSG00000100030","esophagus",9.86532879177097e-05,4.3200000018411e-05
"53830","ENSG00000100034","esophagus",7.94271853884837e-05,1.49999999980768e-05
"53835","ENSG00000100097","esophagus",0.00157934918997894,0.000234999999852961
"53838","ENSG00000100129","esophagus",1.96010373848949e-05,0.000259400000150481
"53842","ENSG00000100201","esophagus",1.2963170673413e-05,0.000143100000079154
"53845","ENSG00000100220","esophagus",7.43323990981107e-05,4.56999999926498e-05
"53851","ENSG00000100243","esophagus",0.000297572366634739,0.000118800000097061
"53854","ENSG00000100266","esophagus",1.67027744672473e-05,3.33000000378535e-05
"53855","ENSG00000100280","esophagus",5.80683365193722e-05,4.75000000410294e-05
"53856","ENSG00000100284","esophagus",4.41401036866715e-05,4.83000000276355e-05
"53863","ENSG00000100304","esophagus",0.000208065819343063,5.70999999676765e-05
"53869","ENSG00000100345","esophagus",0.000670840157140756,9.51000000137048e-05
"53873","ENSG00000100360","esophagus",1.17721795943463e-05,1.31999999937434e-05
"53880","ENSG00000100412","esophagus",0.000792046527007516,5.75999999438698e-05
"53881","ENSG00000100442","esophagus",0.000151813592680085,5.12000000028494e-05
"53884","ENSG00000100462","esophagus",2.16234244877351e-05,4.32999999647688e-05
"53886","ENSG00000100504","esophagus",5.98261142482187e-06,3.91999999981535e-05
"53887","ENSG00000100519","esophagus",6.76571033340683e-05,2.75999999958553e-05
"53888","ENSG00000100522","esophagus",1.04629079373787e-05,9.30000000955205e-06
"53890","ENSG00000100567","esophagus",0.000111410534296354,7.4700000031752e-05
"53893","ENSG00000100577","esophagus",3.81785331118188e-05,2.32000000058281e-05
"53895","ENSG00000100591","esophagus",5.48180869004521e-05,6.23000000488925e-05
"53901","ENSG00000100612","esophagus",1.96355487545036e-05,3.56000000022235e-05
"53905","ENSG00000100664","esophagus",3.90528282994624e-05,0.000105299999955027
"53908","ENSG00000100714","esophagus",0.000220147739278327,2.31000000057368e-05
"53911","ENSG00000100764","esophagus",8.05758489591784e-05,8.0000000001484e-06
"53914","ENSG00000100804","esophagus",3.91667824739345e-05,6.07999999618179e-05
"53917","ENSG00000100823","esophagus",0.000136120568426544,7.79000000587326e-05
"53922","ENSG00000100902","esophagus",0.000145615685152178,3.52999999684773e-05
"53924","ENSG00000100911","esophagus",0.000516161369502503,4.60000000337273e-05
"53925","ENSG00000100926","esophagus",0.000270738740994781,8.50000000559185e-06
"53926","ENSG00000100934","esophagus",6.81078417082051e-05,3.31000000170937e-05
"53927","ENSG00000100938","esophagus",2.81666707376853e-06,3.54999999954965e-05
"53933","ENSG00000100994","esophagus",2.69983167331507e-06,8.90999999924347e-05
"53940","ENSG00000101132","esophagus",2.90526613627122e-05,2.20000000090065e-05
"53943","ENSG00000101150","esophagus",0.000133099413570909,7.5200000070709e-05
"53946","ENSG00000101160","esophagus",8.67682333375984e-05,5.44000000378062e-05
"53948","ENSG00000101182","esophagus",5.79053878684685e-05,0.000110200000122872
"53953","ENSG00000101220","esophagus",1.14545568496519e-05,9.19999999267983e-06
"53957","ENSG00000101266","esophagus",6.69610755782582e-06,1.84999999828325e-05
"53966","ENSG00000101346","esophagus",1.89386247927637e-05,1.41999999874753e-05
"53967","ENSG00000101347","esophagus",0.000222150888215672,4.76000000306348e-05
"53970","ENSG00000101365","esophagus",1.33186614306078e-05,4.9400000008685e-05
"53971","ENSG00000101367","esophagus",0.000182791883976845,6.13999999800419e-05
"53973","ENSG00000101413","esophagus",2.79467739427679e-05,1.31000000103835e-05
"53978","ENSG00000101444","esophagus",0.000655210773758627,8.44000000727495e-05
"53981","ENSG00000101474","esophagus",2.81593515690235e-05,2.42000000010904e-05
"53982","ENSG00000101557","esophagus",0.000203276303668978,2.89000000162004e-05
"53983","ENSG00000101558","esophagus",0.000135944807787608,0.000130900000135406
"53987","ENSG00000101843","esophagus",4.39451005994985e-05,3.5399999997898e-05
"53988","ENSG00000101856","esophagus",0.000225851983490207,5.83000000323501e-05
"53991","ENSG00000101940","esophagus",1.05649107601854e-06,3.31000000170937e-05
"53995","ENSG00000102024","esophagus",0.00021708509752718,0.000127599999886841
"54003","ENSG00000102144","esophagus",0.00466661651861297,0.000278000000052441
"54005","ENSG00000102172","esophagus",1.29983894231082e-05,4.70000000069567e-06
"54007","ENSG00000102189","esophagus",0.000102296567625866,1.41000000111886e-05
"54014","ENSG00000102317","esophagus",6.00651726862244e-05,0.000203600000157181
"54015","ENSG00000102390","esophagus",4.35697454861331e-05,2.03000000040566e-05
"54031","ENSG00000102879","esophagus",7.62800561395175e-05,1.9599999983912e-05
"54032","ENSG00000102882","esophagus",2.5048730604357e-05,0.000120500000024725
"54044","ENSG00000103018","esophagus",3.83803565522813e-06,5.70000000429846e-05
"54045","ENSG00000103024","esophagus",3.46622442321876e-05,1.07999999878906e-05
"54047","ENSG00000103035","esophagus",1.73281226792359e-05,6.65999999738839e-05
"54048","ENSG00000103043","esophagus",7.39973266546814e-06,1.28999999911113e-05
"54053","ENSG00000103187","esophagus",0.000207078904124373,3.02000000029797e-05
"54058","ENSG00000103266","esophagus",5.27149327728147e-06,6.8900000014655e-05
"54060","ENSG00000103275","esophagus",0.000168741868579494,4.37000000029762e-05
"54066","ENSG00000103363","esophagus",9.308921006715e-05,0.000228499999786456
"54068","ENSG00000103381","esophagus",0.000111975688899036,3.30000000092788e-05
"54069","ENSG00000103415","esophagus",2.86498398075475e-05,5.96000000356484e-05
"54072","ENSG00000103490","esophagus",0.000131037797258411,1.13999999911678e-05
"54077","ENSG00000103544","esophagus",4.20016489717828e-06,1.79999999957183e-05
"54084","ENSG00000103876","esophagus",4.46547322830769e-05,1.35999999884066e-05
"54085","ENSG00000103966","esophagus",0.000108814047292445,1.73999999886776e-05
"54091","ENSG00000104142","esophagus",7.70419628374785e-06,6.29999999342021e-06
"54096","ENSG00000104324","esophagus",5.94691175307436e-06,6.43999999466447e-05
"54097","ENSG00000104325","esophagus",0.000171440173679039,6.25999999696683e-05
"54104","ENSG00000104388","esophagus",0.000269449720848108,0.000197099999873178
"54105","ENSG00000104408","esophagus",1.17887226420308e-05,0.000202800000158162
"54107","ENSG00000104419","esophagus",0.000746027856110902,0.000231200000133893
"54114","ENSG00000104522","esophagus",4.59705797696414e-05,6.45000000541688e-05
"54116","ENSG00000104529","esophagus",0.000161920259806366,0.000225699999959588
"54122","ENSG00000104687","esophagus",0.000199338565673019,2.69999999901158e-05
"54125","ENSG00000104763","esophagus",3.79706822036103e-05,0.000106100000024103
"54126","ENSG00000104774","esophagus",1.63394000098646e-06,2.24999999942305e-05
"54127","ENSG00000104805","esophagus",0.00014845302959378,0.000107599999918148
"54129","ENSG00000104823","esophagus",0.000198926040795799,0.000154600000148691
"54130","ENSG00000104824","esophagus",0.000129796502167843,5.73999999474005e-05
"54132","ENSG00000104835","esophagus",5.32378862531599e-06,1.29999999908153e-05
"54144","ENSG00000104969","esophagus",3.0520927693138e-05,2.43000000224756e-05
"54149","ENSG00000105193","esophagus",1.8626158101999e-05,0.000823600000102418
"54152","ENSG00000105220","esophagus",0.00198104019775518,0.000130500000097869
"54155","ENSG00000105254","esophagus",8.49285290047346e-05,3.56999999907775e-05
"54157","ENSG00000105323","esophagus",4.96992603056926e-07,6.55000000012393e-05
"54161","ENSG00000105372","esophagus",1.06988358923512e-05,0.000825800000877182
"54162","ENSG00000105379","esophagus",0.000351398558007272,6.70999999738901e-05
"54165","ENSG00000105401","esophagus",1.68860712722934e-05,7.25000000716172e-05
"54166","ENSG00000105402","esophagus",8.98061089459455e-05,0.000103400000057635
"54176","ENSG00000105552","esophagus",9.78972267034981e-06,1.55999999872676e-05
"54177","ENSG00000105568","esophagus",0.000493938858792746,0.000111499999901366
"54184","ENSG00000105655","esophagus",3.51790976876678e-05,1.24999999997681e-05
"54185","ENSG00000105669","esophagus",1.02224278504164e-05,6.11999999794878e-05
"54190","ENSG00000105755","esophagus",0.000126314298931763,4.56000000352336e-05
"54194","ENSG00000105819","esophagus",1.03421794008383e-06,4.48000000001915e-05
"54197","ENSG00000105835","esophagus",0.000623489241509476,0.000135499999934348
"54204","ENSG00000105953","esophagus",3.6337250431227e-05,5.59999999992005e-05
"54206","ENSG00000105974","esophagus",5.70393149580371e-05,0.000124399999898371
"54209","ENSG00000106049","esophagus",6.81261083626217e-05,3.0000000019365e-05
"54212","ENSG00000106077","esophagus",3.25346349379385e-06,1.44999999921548e-05
"54213","ENSG00000106105","esophagus",0.00015323386010278,4.56999999926498e-05
"54214","ENSG00000106211","esophagus",0.0123890592802443,0.000655099999348452
"54217","ENSG00000106246","esophagus",4.24667890639544e-06,6.70000000461545e-06
"54218","ENSG00000106263","esophagus",5.25008864133742e-05,5.99999999469977e-05
"54222","ENSG00000106305","esophagus",2.18641708831333e-06,1.62999999848386e-05
"54233","ENSG00000106588","esophagus",7.8233063327387e-05,6.34000000172651e-05
"54234","ENSG00000106605","esophagus",0.000105512987294377,5.95000000371897e-05
"54235","ENSG00000106615","esophagus",5.54705792486319e-05,1.11000000054528e-05
"54238","ENSG00000106636","esophagus",7.93653105591337e-05,3.91999999981535e-05
"54241","ENSG00000106682","esophagus",6.95339131818173e-05,0.000137299999925151
"54247","ENSG00000106804","esophagus",0.000135056477064125,2.29999999990683e-06
"54250","ENSG00000106853","esophagus",0.000226243478782191,8.8399999997339e-05
"54254","ENSG00000106992","esophagus",0.000592956170724418,6.38999999766938e-05
"54255","ENSG00000107021","esophagus",1.72802325606587e-07,1.41000000111886e-05
"54264","ENSG00000107438","esophagus",0.000213043964391848,0.000115799999895633
"54266","ENSG00000107581","esophagus",2.48099269760769e-05,6.36000000514878e-05
"54277","ENSG00000107902","esophagus",0.000100485121738913,3.89999999976204e-05
"54279","ENSG00000107959","esophagus",2.5490489475893e-05,3.02000000029797e-05
"54280","ENSG00000108010","esophagus",5.38350215207761e-05,3.65999999667612e-05
"54281","ENSG00000108039","esophagus",7.37506056244982e-05,2.60999999796702e-05
"54282","ENSG00000108055","esophagus",8.68134652731471e-06,1.82000000006255e-05
"54293","ENSG00000108294","esophagus",7.84705952454729e-05,8.38000000713406e-05
"54296","ENSG00000108344","esophagus",3.84614267837392e-05,4.3200000018411e-05
"54299","ENSG00000108424","esophagus",1.05944013162599e-05,9.64000000215686e-05
"54301","ENSG00000108439","esophagus",8.78582794260511e-05,1.09000000014902e-05
"54303","ENSG00000108465","esophagus",2.72328106866838e-05,4.99999999613144e-05
"54305","ENSG00000108479","esophagus",7.00673655754695e-05,1.04999999983091e-05
"54307","ENSG00000108518","esophagus",0.00487143228446094,0.000175099999966356
"54308","ENSG00000108528","esophagus",2.8529653889513e-05,4.28999999817528e-05
"54310","ENSG00000108561","esophagus",8.06437834950092e-05,9.08999999535411e-05
"54315","ENSG00000108591","esophagus",1.07961964133155e-05,1.969999999267e-05
"54317","ENSG00000108639","esophagus",0.000100683419262848,6.60999999260851e-05
"54318","ENSG00000108654","esophagus",1.27724519929288e-05,0.000316100000116761
"54320","ENSG00000108671","esophagus",5.39198194129053e-05,4.43999999882819e-05
"54325","ENSG00000108821","esophagus",7.09989173026858e-06,9.17999999574619e-05
"54326","ENSG00000108828","esophagus",0.000584325133549284,0.000112000000085057
"54327","ENSG00000108829","esophagus",6.6157676330639e-05,3.44999999941792e-05
"54329","ENSG00000108861","esophagus",0.000577971286111554,4.55000000359235e-05
"54330","ENSG00000108883","esophagus",4.34959226824021e-06,2.95000000014833e-05
"54331","ENSG00000108946","esophagus",2.2973644584617e-05,0.000108799999909271
"54332","ENSG00000108953","esophagus",0.00210177169497149,0.000203900000104163
"54336","ENSG00000109062","esophagus",0.000166144467829462,0.000204399999782243
"54338","ENSG00000109107","esophagus",0.000125207178504968,1.75000000126408e-05
"54341","ENSG00000109133","esophagus",3.74727213808177e-05,2.17000000075684e-05
"54351","ENSG00000109519","esophagus",6.68124328401026e-06,2.22999999975271e-05
"54353","ENSG00000109606","esophagus",1.9626679699622e-05,6.0599999976797e-05
"54354","ENSG00000109610","esophagus",0.00108243125015843,1.47000000085237e-05
"54360","ENSG00000109814","esophagus",0.000202441490875587,2.92999999761097e-05
"54362","ENSG00000109861","esophagus",3.56468265541931e-05,6.05000000484133e-05
"54365","ENSG00000109971","esophagus",0.00374594766921728,0.000389999999976203
"54369","ENSG00000110047","esophagus",0.000143887357228582,2.08999999946556e-05
"54371","ENSG00000110063","esophagus",5.07049420846705e-05,8.19999999275497e-06
"54374","ENSG00000110107","esophagus",0.000100081939958092,5.14999999951154e-05
"54375","ENSG00000110108","esophagus",0.000151490178040697,7.0299999996791e-05
"54380","ENSG00000110344","esophagus",1.87785068539575e-05,1.47999999865405e-05
"54383","ENSG00000110442","esophagus",6.04888890153597e-06,2.08999999946556e-05
"54386","ENSG00000110619","esophagus",3.86848576403594e-05,2.04999999973682e-05
"54387","ENSG00000110651","esophagus",3.42830297846966e-05,0.000297799999714637
"54388","ENSG00000110700","esophagus",3.06230523652768e-06,0.000288299999742294
"54389","ENSG00000110711","esophagus",2.0486127862351e-05,2.42000000010904e-05
"54391","ENSG00000110717","esophagus",9.05692052916351e-06,4.18000000216524e-05
"54394","ENSG00000110799","esophagus",1.38966846366874e-05,1.85999999906671e-05
"54395","ENSG00000110801","esophagus",0.00019754642015285,3.31000000170937e-05
"54398","ENSG00000110880","esophagus",5.3091822162245e-05,6.27000000244398e-05
"54399","ENSG00000110917","esophagus",1.52569734683317e-05,2.24999999942305e-05
"54400","ENSG00000110921","esophagus",1.00935233955302e-05,1.88999999924606e-05
"54401","ENSG00000110955","esophagus",7.05023186310367e-05,0.000449300000421036
"54402","ENSG00000110958","esophagus",0.000162817586214769,8.45999999923983e-05
"54408","ENSG00000111144","esophagus",0.000228648503880604,9.98999999480177e-05
"54410","ENSG00000111229","esophagus",0.000460914690083211,0.000112699999988035
"54411","ENSG00000111237","esophagus",7.03265872752343e-05,0.000148599999854732
"54413","ENSG00000111275","esophagus",0.000476599029877277,0.000143900000021005
"54415","ENSG00000111300","esophagus",2.98443256362127e-06,9.40000000866424e-06
"54421","ENSG00000111348","esophagus",0.000296042042567652,7.01000000053817e-05
"54422","ENSG00000111361","esophagus",6.05006082632052e-05,2.78999999824235e-05
"54425","ENSG00000111481","esophagus",4.33783012019181e-05,9.84999998871393e-05
"54426","ENSG00000111530","esophagus",0.000167009715804062,3.56999999907775e-05
"54427","ENSG00000111540","esophagus",0.000191501816126923,8.5099999983425e-05
"54428","ENSG00000111581","esophagus",7.77458839972768e-07,1.48999999858555e-05
"54430","ENSG00000111640","esophagus",0.00851770378881489,0.00113960000113505
"54432","ENSG00000111652","esophagus",3.35132752902695e-05,5.09999999884991e-05
"54434","ENSG00000111667","esophagus",0.000239626206206569,3.59000000348573e-05
"54435","ENSG00000111669","esophagus",0.00453971956777088,0.000161299999855537
"54442","ENSG00000111716","esophagus",0.00206716842629921,0.00014870000016368
"54446","ENSG00000111737","esophagus",9.85076038058922e-05,2.37999999969031e-05
"54453","ENSG00000111906","esophagus",2.25784803354955e-05,1.94999999837228e-05
"54458","ENSG00000112081","esophagus",0.000105864278987116,8.8300000085888e-05
"54459","ENSG00000112096","esophagus",0.00270519637628832,0.000116100000069887
"54472","ENSG00000112304","esophagus",4.70818644880784e-05,3.80000000335284e-06
"54475","ENSG00000112335","esophagus",0.000270733842369841,0.000169900000051231
"54483","ENSG00000112667","esophagus",3.06533479524326e-05,1.41999999874753e-05
"54493","ENSG00000112936","esophagus",0.000100941869999864,7.59000000182665e-05
"54496","ENSG00000112992","esophagus",6.02090927268015e-05,2.39000000028541e-05
"54497","ENSG00000113013","esophagus",0.000560452976507959,6.57000000665963e-05
"54506","ENSG00000113282","esophagus",1.41823640116168e-06,7.97999999355548e-05
"54508","ENSG00000113312","esophagus",1.26378854327282e-05,3.65999999667612e-05
"54518","ENSG00000113522","esophagus",1.61057419335555e-05,1.62999999848386e-05
"54519","ENSG00000113552","esophagus",8.44584566326045e-05,1.47999999865405e-05
"54520","ENSG00000113558","esophagus",3.02564176914018e-05,0.000202399999921816
"54525","ENSG00000113595","esophagus",6.87771877724254e-07,7.80000000555902e-06
"54528","ENSG00000113643","esophagus",4.31389917997358e-05,4.35000000045436e-05
"54533","ENSG00000113719","esophagus",1.9027190878886e-05,4.88999999860808e-05
"54542","ENSG00000114021","esophagus",0.000113811370215736,3.28000000217754e-05
"54550","ENSG00000114209","esophagus",3.13492253691106e-05,4.85999999706479e-05
"54551","ENSG00000114302","esophagus",1.00976274861631e-05,1.94999999837228e-05
"54554","ENSG00000114354","esophagus",3.49373056230928e-05,6.62999999382068e-05
"54559","ENSG00000114480","esophagus",9.44093642248007e-05,2.32999999986041e-05
"54562","ENSG00000114520","esophagus",2.5524466885457e-06,1.6599999998469e-05
"54565","ENSG00000114573","esophagus",4.66466155559425e-05,2.19000000080623e-05
"54569","ENSG00000114744","esophagus",1.39374099688584e-05,1.72000000036615e-05
"54570","ENSG00000114779","esophagus",0.000376681355870206,3.34999999971579e-05
"54573","ENSG00000114867","esophagus",4.79114754159426e-05,0.00012259999994851
"54575","ENSG00000114942","esophagus",0.000200666623909221,7.17000000548446e-05
"54579","ENSG00000115042","esophagus",8.39656563186757e-05,9.6999999940534e-06
"54580","ENSG00000115053","esophagus",7.2277282087373e-05,0.000204200000117128
"54581","ENSG00000115073","esophagus",8.46345212724015e-06,3.41000000005891e-05
"54582","ENSG00000115091","esophagus",0.000216067574639443,0.000147499999893294
"54584","ENSG00000115129","esophagus",6.95641442526355e-05,7.63000000079269e-05
"54586","ENSG00000115159","esophagus",9.4477012978173e-05,2.18000000198474e-05
"54592","ENSG00000115233","esophagus",3.33216017868692e-05,5.3099999990039e-05
"54594","ENSG00000115241","esophagus",1.77341536130828e-05,3.99999999697935e-05
"54601","ENSG00000115306","esophagus",0.000176797655268043,4.83000000276355e-05
"54603","ENSG00000115310","esophagus",0.000132853672439014,0.000197500000017063
"54610","ENSG00000115365","esophagus",0.000160140971559137,3.01000000281498e-05
"54612","ENSG00000115414","esophagus",3.66858997543331e-05,0.000246599999852531
"54614","ENSG00000115419","esophagus",3.24582725742535e-06,1.75000000126408e-05
"54618","ENSG00000115484","esophagus",0.000135260313288889,7.57000000871402e-05
"54623","ENSG00000115524","esophagus",1.11594561239724e-05,0.000103800000116531
"54627","ENSG00000115561","esophagus",1.9805283525844e-05,9.43000000570349e-05
"54629","ENSG00000115641","esophagus",2.60287154106484e-05,5.33999999964888e-05
"54631","ENSG00000115677","esophagus",4.80392690835613e-05,0.000161900000091939
"54632","ENSG00000115685","esophagus",5.01891893425686e-05,7.22999999509674e-05
"54633","ENSG00000115756","esophagus",8.32840865860624e-06,6.90000000417445e-06
"54641","ENSG00000115866","esophagus",0.000153061149645277,5.26999999742083e-05
"54642","ENSG00000115875","esophagus",5.8245963402737e-06,8.01999999475243e-05
"54651","ENSG00000116005","esophagus",0.000458310571606035,4.25999999899243e-05
"54652","ENSG00000116030","esophagus",1.15411185205451e-05,4.01000000350699e-05
"54654","ENSG00000116096","esophagus",8.12286772272219e-05,7.89999999471675e-06
"54655","ENSG00000116120","esophagus",6.35610589357769e-06,3.22999999753747e-05
"54658","ENSG00000116161","esophagus",0.000161623271761468,9.6999999940534e-06
"54659","ENSG00000116171","esophagus",0.000133567143456127,0.000143999999968418
"54663","ENSG00000116288","esophagus",0.00247394122725246,0.000129999999908153
"54665","ENSG00000116337","esophagus",3.57446174934117e-06,1.46000000072467e-05
"54669","ENSG00000116459","esophagus",0.000168527098235796,0.000124499999876228
"54672","ENSG00000116489","esophagus",0.000130902595588774,7.05999999915786e-05
"54673","ENSG00000116560","esophagus",2.3222244965022e-05,8.68999999102242e-05
"54676","ENSG00000116649","esophagus",8.4832307444187e-05,2.69999999901158e-05
"54682","ENSG00000116747","esophagus",0.000120560701411273,1.3399999988744e-05
"54683","ENSG00000116750","esophagus",8.78717290322127e-06,2.67999999982235e-05
"54688","ENSG00000116791","esophagus",0.000197069517829824,2.88000000159665e-05
"54689","ENSG00000116863","esophagus",3.22425855623347e-05,2.1500000004178e-05
"54691","ENSG00000116903","esophagus",1.3761715395261e-05,5.99999999469977e-06
"54693","ENSG00000116918","esophagus",1.43945411641193e-05,2.23999999827646e-05
"54696","ENSG00000116962","esophagus",7.27862242249977e-06,2.52000000126759e-05
"54700","ENSG00000117054","esophagus",9.50939214385931e-05,6.63999999437332e-05
"54703","ENSG00000117118","esophagus",5.03525718681196e-05,6.43000000112194e-05
"54710","ENSG00000117305","esophagus",6.24065183449992e-05,2.67999999982235e-05
"54711","ENSG00000117308","esophagus",1.06483315496354e-05,4.78999999542762e-05
"54716","ENSG00000117448","esophagus",0.000337169976759807,9.71000000205684e-05
"54717","ENSG00000117450","esophagus",0.0050037126459376,0.00045890000032264
"54720","ENSG00000117519","esophagus",4.27531978893498e-05,0.000177999999873397
"54724","ENSG00000117592","esophagus",0.00111675086362477,0.00015020000011477
"54733","ENSG00000117691","esophagus",1.72027708758925e-05,1.90000000020637e-05
"54736","ENSG00000117758","esophagus",3.33561199570246e-05,4.38999999755255e-05
"54738","ENSG00000117862","esophagus",5.26624462655388e-05,1.75000000126408e-05
"54739","ENSG00000117868","esophagus",2.07376028041519e-05,4.97000000305171e-05
"54743","ENSG00000117984","esophagus",0.000725167812273355,0.00022390000021703
"54746","ENSG00000118181","esophagus",1.17611468873845e-05,0.000308099999775154
"54749","ENSG00000118363","esophagus",6.36205536233667e-05,4.87999999996954e-05
"54752","ENSG00000118705","esophagus",2.47840449453583e-05,8.57000000151554e-05
"54757","ENSG00000118939","esophagus",0.000179507410082178,4.84000000396285e-05
"54758","ENSG00000118960","esophagus",1.75854821060167e-05,1.5400000005799e-05
"54769","ENSG00000119318","esophagus",0.000488913307183954,8.89000000060972e-05
"54772","ENSG00000119335","esophagus",0.000211252632224974,4.97000000305171e-05
"54773","ENSG00000119383","esophagus",4.59804030668204e-05,6.8900000014655e-05
"54774","ENSG00000119396","esophagus",0.000475631191989161,5.02999999935225e-05
"54778","ENSG00000119414","esophagus",7.60841060078053e-06,3.4299999996622e-05
"54780","ENSG00000119431","esophagus",4.0514894653909e-05,1.69000000150334e-05
"54781","ENSG00000119471","esophagus",3.29788417713731e-05,3.66999999786972e-05
"54783","ENSG00000119537","esophagus",3.26899402660645e-05,2.60999999796702e-05
"54784","ENSG00000119541","esophagus",3.6670347373834e-05,6.99000000409328e-05
"54788","ENSG00000119655","esophagus",0.000107011828286583,0.000116399999915876
"54795","ENSG00000119711","esophagus",5.05345422330755e-05,1.20999999911833e-05
"54797","ENSG00000119723","esophagus",1.7527737681893e-06,1.41999999874753e-05
"54799","ENSG00000119787","esophagus",5.49497801268541e-06,5.25999999813797e-05
"54803","ENSG00000119865","esophagus",2.21692823175606e-05,1.12000000085057e-05
"54805","ENSG00000119912","esophagus",3.22118562259922e-05,1.79999999957183e-05
"54811","ENSG00000120053","esophagus",0.000195800815822653,4.30999999840488e-05
"54812","ENSG00000120063","esophagus",1.07133642993834e-05,2.03000000040566e-05
"54815","ENSG00000120265","esophagus",0.000386402943429518,4.6299999998086e-05
"54818","ENSG00000120437","esophagus",4.15224685666991e-05,2.46999999852318e-05
"54819","ENSG00000120438","esophagus",5.95305709727699e-05,7.8400000056966e-05
"54824","ENSG00000120594","esophagus",2.38516482498464e-05,2.08000000017835e-05
"54826","ENSG00000120694","esophagus",4.84183629910347e-05,2.74000000113319e-05
"54828","ENSG00000120705","esophagus",1.77161413627125e-06,8.24000000574671e-05
"54829","ENSG00000120708","esophagus",0.000228461745720715,3.20999999700747e-05
"54832","ENSG00000120802","esophagus",2.56714207632253e-05,2.76999999958894e-05
"54833","ENSG00000120805","esophagus",5.85793044882137e-05,5.01999999832372e-05
"54836","ENSG00000120885","esophagus",0.000378049435574751,0.000600500000360989
"54842","ENSG00000120948","esophagus",6.64909362137017e-05,7.17999999599415e-05
"54843","ENSG00000120992","esophagus",0.000172627862071023,4.78000000426916e-05
"54844","ENSG00000121022","esophagus",2.17705568188591e-05,4.11999999968566e-05
"54846","ENSG00000121060","esophagus",7.10345822916147e-05,2.20000000090065e-05
"54847","ENSG00000121064","esophagus",3.32257118246344e-05,6.1500000031803e-05
"54852","ENSG00000121410","esophagus",0.00119982290361851,1.49999999980768e-06
"54854","ENSG00000121579","esophagus",4.04233130562278e-05,6.93000000619437e-05
"54855","ENSG00000121691","esophagus",0.000359448525148808,4.24000000397614e-05
"54858","ENSG00000121774","esophagus",6.95718826911822e-05,5.95000000371897e-05
"54870","ENSG00000122218","esophagus",6.58726643962972e-05,4.43999999882819e-05
"54871","ENSG00000122359","esophagus",0.000542429800277301,0.000137699999918538
"54872","ENSG00000122378","esophagus",0.000128570371267332,5.67000000139818e-05
"54875","ENSG00000122566","esophagus",0.000416050718162012,0.000267900000241681
"54876","ENSG00000122642","esophagus",2.97985375271547e-05,4.30000000416256e-05
"54879","ENSG00000122694","esophagus",0.000177840125431074,1.88999999924606e-05
"54880","ENSG00000122705","esophagus",1.78386417199329e-05,7.92000000748619e-05
"54882","ENSG00000122729","esophagus",2.18879128583156e-05,1.63999999981988e-05
"54883","ENSG00000122786","esophagus",0.00129107544397579,0.000452300000264615
"54886","ENSG00000122958","esophagus",5.30050100267941e-05,4.88999999860808e-05
"54887","ENSG00000122971","esophagus",2.40054073526891e-05,8.1000000022633e-06
"54893","ENSG00000123130","esophagus",5.0596193404301e-06,1.41999999874753e-05
"54894","ENSG00000123131","esophagus",0.000176366359732081,4.45000000019539e-05
"54901","ENSG00000123213","esophagus",1.9554744370125e-05,7.80000000555902e-06
"54904","ENSG00000123297","esophagus",1.57656126845457e-05,1.72999999948695e-05
"54906","ENSG00000123349","esophagus",2.47577796330847e-05,0.000310599999719262
"54908","ENSG00000123384","esophagus",3.18963560802702e-06,2.05999999824898e-05
"54922","ENSG00000123983","esophagus",4.6713367383217e-05,4.45000000019539e-05
"54927","ENSG00000124164","esophagus",4.89179327881721e-05,1.8399999999596e-05
"54931","ENSG00000124207","esophagus",0.00014624391306095,4.01999999921811e-05
"54932","ENSG00000124209","esophagus",1.94600922635526e-05,9.30000000955205e-06
"54938","ENSG00000124299","esophagus",7.14432811457663e-05,6.20999999747507e-05
"54941","ENSG00000124357","esophagus",0.000188497701117364,0.000135499999934348
"54943","ENSG00000124486","esophagus",1.53520036859619e-05,1.70999999845593e-05
"54944","ENSG00000124491","esophagus",0.000678240991333549,5.31999999638573e-05
"54948","ENSG00000124570","esophagus",0.000197775688016869,7.77000000356186e-05
"54951","ENSG00000124596","esophagus",1.0168962340943e-05,1.90999999891051e-05
"54952","ENSG00000124608","esophagus",1.268371730801e-05,5.80000000583697e-06
"54957","ENSG00000124767","esophagus",0.000428152768913942,6.17999999873615e-05
"54958","ENSG00000124783","esophagus",5.77249930100144e-05,7.92999999420071e-05
"54961","ENSG00000124802","esophagus",3.42567246578398e-06,1.43999999968418e-05
"54963","ENSG00000124942","esophagus",0.0005182892093111,0.000206500000003604
"54966","ENSG00000125166","esophagus",0.000321510908774815,5.75000000410925e-05
"54967","ENSG00000125246","esophagus",3.92966313798312e-06,1.36999999950661e-05
"54977","ENSG00000125458","esophagus",2.91036851866834e-05,1.5400000005799e-05
"54981","ENSG00000125633","esophagus",3.77283086211795e-07,7.80000000555902e-06
"54986","ENSG00000125730","esophagus",0.00310873432883427,7.28999999466253e-05
"54992","ENSG00000125753","esophagus",2.70766832810531e-05,3.68999999864854e-05
