date,EUR,GBP,USD
2022-05-16,0.7408,0.6277,0.77917
2022-05-23,0.73062,0.62216,0.78111
2022-05-30,0.7379,0.62878,0.79117
2022-06-06,0.74234,0.63404,0.79356
2022-06-13,0.74041,0.63647,0.77336
2022-06-20,0.73271,0.62901,0.77088
2022-06-27,0.73926,0.63795,0.77563
2022-07-04,0.75188,0.64236,0.7709
2022-07-11,0.76202,0.6451,0.76614
2022-07-18,0.75953,0.64693,0.77419
2022-07-25,0.76523,0.64445,0.77793
2022-08-01,0.7626,0.63982000000000006,0.77885
2022-08-08,0.75924,0.64169,0.77914
2022-08-15,0.76289,0.64408,0.77388
2022-08-22,0.7734,0.653,0.7709
2022-08-29,0.76353,0.65672,0.76376
2022-09-05,0.76552,0.6616,0.76232
2022-09-12,0.75792,0.65849,0.76194
2022-09-19,0.75438,0.66079,0.74713
2022-09-26,0.75477,0.67436,0.72925
2022-10-03,0.74272,0.64862,0.73124
2022-10-10,0.74649,0.65185,0.72532
2022-10-17,0.74239,0.64611,0.72595
2022-10-24,0.73725,0.63946,0.73316
2022-10-31,0.743,0.64341,0.73399
2022-11-07,0.73943,0.64644,0.74371
2022-11-14,0.7248,0.63346,0.75118
2022-11-21,0.72307,0.62377,0.74671
2022-11-28,0.71119,0.61287,0.74241
2022-12-05,0.69832,0.60177,0.73617
2022-12-12,0.6929,0.59771,0.73441
2022-12-19,0.69142,0.60647,0.73415
2022-12-26,0.69372,0.61331,0.73847
2023-01-02,0.69512,0.61383,0.73585
2023-01-09,0.69401,0.61425,0.74606
2023-01-16,0.68752,0.6052,0.74438
2023-01-23,0.68842,0.60638,0.74852
2023-01-30,0.68658,0.60831,0.74912
2023-02-06,0.6944,0.61701,0.74536
2023-02-13,0.69784,0.61828,0.74627
2023-02-20,0.69575,0.61364,0.73986
2023-02-27,0.6929,0.61206,0.73552
2023-03-06,0.68719,0.60987,0.72835
2023-03-13,0.68413,0.60064,0.72806
2023-03-20,0.67686,0.59561,0.72966
2023-03-27,0.6776,0.59606,0.73479
2023-04-03,0.68152,0.59685,0.74327
2023-04-10,0.67861,0.59764,0.74477
2023-04-17,0.67875,0.59912,0.74404
2023-04-24,0.66716,0.58996,0.73501
2023-05-01,0.66818,0.58721,0.7366
2023-05-08,0.68101,0.59227,0.74598
2023-05-15,0.68409,0.59448,0.74162
2023-05-22,0.68474,0.59496,0.73774
2023-05-29,0.68785,0.59338,0.73738
2023-06-05,0.69672,0.5996,0.74695
2023-06-12,0.69391,0.59394,0.75151
2023-06-19,0.6929,0.59367,0.75728
2023-06-26,0.69281,0.59653,0.75669
2023-07-03,0.69123,0.59162,0.75289
2023-07-10,0.68348,0.58419,0.75689
2023-07-17,0.67673,0.58504,0.75827
2023-07-24,0.6847,0.58835,0.75782
2023-07-31,0.6847,0.58929,0.75118
2023-08-07,0.67806,0.5848,0.74478
2023-08-14,0.67916,0.58232,0.74083
2023-08-21,0.6806,0.5822,0.73845
2023-08-28,0.67976,0.58303,0.737
2023-09-04,0.68264,0.58465,0.73302
2023-09-11,0.68885,0.59178,0.73789
2023-09-18,0.69628,0.6022,0.74307
2023-09-25,0.70111,0.60799,0.74185
2023-10-02,0.69387,0.60103,0.72974000000000006
2023-10-09,0.69416,0.59954,0.73386
2023-10-16,0.69276,0.60171,0.73183
2023-10-23,0.68691,0.59845,0.72654
2023-10-30,0.68166,0.59434,0.72427
2023-11-06,0.67986,0.59168,0.72704
2023-11-13,0.67349,0.58794,0.72717
2023-11-20,0.66796,0.58212,0.72954
2023-11-27,0.67259,0.58169,0.73567
2023-12-04,0.68199,0.58455,0.73668
2023-12-11,0.68269,0.58631,0.74024
2023-12-18,0.68329,0.59088,0.7493
2023-12-25,0.68255,0.59335,0.75599
2024-01-01,0.68559,0.59236,0.74983
2024-01-08,0.68283,0.58751,0.74783
2024-01-15,0.68125,0.58529,0.74208
2024-01-22,0.6825,0.58356,0.74297
2024-01-29,0.68714,0.58672,0.74493
2024-02-05,0.68942,0.58901,0.74174
2024-02-12,0.6888,0.58821,0.74101
2024-02-19,0.68582,0.58664,0.74158
2024-02-26,0.68111,0.5829,0.73771
2024-03-04,0.67898,0.58017,0.73866
2024-03-11,0.67838,0.57926,0.74079
2024-03-18,0.6787,0.58081,0.73734
2024-03-25,0.67999,0.5828,0.73637
2024-04-01,0.68311,0.5854,0.73817
2024-04-08,0.68004,0.58201,0.73349
2024-04-15,0.68162,0.58278,0.72613
2024-04-22,0.68367,0.58746,0.7305
2024-04-29,0.6818,0.58308,0.73089
2024-05-06,0.67824,0.58275,0.72972
2024-05-13,0.67691,0.5813,0.73289
2024-05-20,0.67476,0.57567,0.73212
2024-05-27,0.67472,0.57452,0.73207
2024-06-03,0.67304,0.57286,0.73146
2024-06-10,0.67654,0.57073,0.72688
2024-06-17,0.68009,0.57482,0.72885
2024-06-24,0.68236,0.57711,0.7306
2024-07-01,0.67953,0.57556,0.73192
2024-07-08,0.6765,0.57063,0.73359
2024-07-15,0.66997,0.56341,0.73114
2024-07-22,0.6676,0.56201,0.72508
2024-07-29,0.6676,0.56388,0.72228
2024-08-05,0.66379,0.57018,0.72552
2024-08-12,0.66392,0.56771,0.72872
2024-08-19,0.66194,0.5632,0.73469
2024-08-26,0.66698,0.56232,0.74188
2024-09-02,0.66805,0.56271,0.73946
2024-09-09,0.66689,0.56277,0.73645
2024-09-16,0.6612,0.55626,0.73671
2024-09-23,0.66485,0.55469,0.74144
2024-09-30,0.66711,0.55773,0.73943
2024-10-07,0.66689,0.55862,0.73078
2024-10-14,0.66613,0.55588,0.72515
2024-10-21,0.66867,0.55683,0.72304
2024-10-28,0.66348,0.55399,0.71888
2024-11-04,0.6656,0.55588,0.71958
2024-11-11,0.67472,0.56074,0.7154
2024-11-18,0.6781,0.56561,0.71377
2024-11-25,0.677,0.56432,0.71288
2024-12-02,0.67618,0.56056,0.71175
2024-12-09,0.67069,0.55438,0.7057
2024-12-16,0.668,0.55247,0.6984
2024-12-23,0.66716,0.55351,0.69438
2024-12-30,0.66702,0.55319,0.69477
